text,label,id,toxicity_score,target_groups
antifas in alabama i hope they enjoy the all expense paid helicopter ride there but the deep south ain t ber,0,2967,1.0,['all_groups']
if we don t have free speech in america then why are people always allowed to protest,0,15223,1.0,['all_groups']
pl note central agencies will soon arrest ali anwar jdu mp and all his criminals,0,17198,1.0,['all_groups']
quentin tarantino unveils new anti white race war slasher movie read more via,0,18890,1.0,['all_groups']
thx to ppsellsbabyparts vids ends alabama s medicaid contract w plannedparenthood,0,786,1.0,['all_groups']
u c berkeley hates free speech,0,4522,1.0,['all_groups']
you horrible racist you sarcasm intended,0,3733,1.0,['all_groups']
yes yes more of your alt right tears,0,15666,1.0,['all_groups']
isnt he just the picture of the product of fake intellectualism that has plagued academia for 30 years cruel to tell him he was talented,0,18772,1.0,['all_groups']
you do realize that anarchist communist mean different things yes come from different political traditions,0,10183,1.0,['all_groups']
im tired of eating human flesh south african cops probe cannibalism swrm animals via,0,6072,1.0,['all_groups']
i just applied for identity evropa if you care about your people and their future i think you should too identityevropa,0,6965,1.0,['all_groups']
president trump should withdraw chai feldblum s nomination barring that members of the senate should not confirm,0,16292,1.0,['all_groups']
so the police will protect the lawful protest this is an improvement already over charlottesville,0,14540,1.0,['all_groups']
anarcho tyranny the corruption of charlottesville va via,0,17648,1.0,['all_groups']
how does stealing women s health options lead to a victory for women incomprehensible,0,440,1.0,['all_groups']
john derbyshire has issue with whites exerting own interests identities nrx,0,18790,1.0,['all_groups']
learn about nationalsocialism at,0,10687,1.0,['all_groups']
if u r a freespeech radical rt tcot makedclisten bansharia,0,10632,1.0,['all_groups']
hunter with spot on analysis as per usual,0,14233,1.0,['all_groups']
welcome to the uk from britain s indian community,0,11900,1.0,['all_groups']
holocaust debate comments news real estate developer holocaust survivor joseph wilf dies,0,7544,1.0,['all_groups']
askwhitehouse factcheck illegal aliens get emergency healthcare tuition subsidies children can get public benefits,0,15776,1.0,['all_groups']
people like you scare the he ll out of me what did you ever do to be white you are no better just better off,0,653,1.0,['all_groups']
adolf hitler school for friendship and tolerance is among names suggested for texas school via,0,16770,1.0,['all_groups']
white lives matter is not a racist message,0,18364,1.0,['all_groups']
in your article white rage and racist thought you call white supremacist richard spencer robert spencer kindly correct,0,967,1.0,['all_groups']
black lives matter bans white people from meetings,0,9388,1.0,['all_groups']
they didn t cuz mcauliffe told them to stand down charlottesville was planned man make us look bad,0,6348,1.0,['all_groups']
youtube the endgame full white genocide documentary,0,194,1.0,['all_groups']
miss you are you are very white 0 45,0,1909,1.0,['all_groups']
have you looked into what hunter has to say and what he s organizing to do,0,4086,1.0,['all_groups']
holocaust debate comments news dr thomas dalton demolishes alan hart s meager attempt to rebut revisi,0,12139,1.0,['all_groups']
look white supremacists u claim theres no racism while pushing racist ideals,0,7077,1.0,['all_groups']
breaking texas permanently bans taxpayer funding of abortion,0,1233,1.0,['all_groups']
they won t cops are cucks plain and simple sadly,0,18986,1.0,['all_groups']
in my unsolicited opinion heritage pride even european white should be fine not about hate,0,12445,1.0,['all_groups']
n0t wis3 bat anonymous fsociety,0,5225,1.0,['all_groups']
i recall hearing him say somewhere that the white race ought to be destroyed,0,4149,1.0,['all_groups']
a carbon copy of a white racist hahaha wow,0,4665,1.0,['all_groups']
that black x on a white background you are seeing is this southern nationalism flag via,0,17677,1.0,['all_groups']
honest question is strongbuilding a thing like how people merge powerlifting and bodybuilding into powerbuilding but for strongman and bodybuilding,0,2863,1.0,['all_groups']
i am really really quick but do have a bit of a glow from my holidays can i still run in the white race,0,16992,1.0,['all_groups']
the high risk pakistan visit of shri is not to the liking of nationalist citizens pm s security is most important,0,10906,1.0,['all_groups']
this shows why trump is not a friend to white people,0,2665,1.0,['all_groups']
it was a convenient british arrangement hindus had nothing to do with crown doing business but it did exploit,0,15251,1.0,['all_groups']
that took place in columbus i spent 12 yrs in columbus it s literally full of africans somalians to be exact,0,18939,1.0,['all_groups']
another great talkshow episode yesterday thanks for all the positive support education politics,0,16798,1.0,['all_groups']
anti white themes in hollywood movies the occidental observer,0,12240,1.0,['all_groups']
south carolina voters have the future of our country in their hands vote now today and make america great again,0,16326,1.0,['all_groups']
i am hoping with the massive police presence that everything will stay peaceful there,0,16085,1.0,['all_groups']
apparently laws emanate from the white house now says,0,3959,1.0,['all_groups']
excited for vvs15 follow and for insight on faith family freedom in our nation s capital,0,3167,1.0,['all_groups']
the economist an insurgent in the white house via,0,15478,1.0,['all_groups']
this is precisely why it was a mistake to ask general flynn to resign every single time you appease these people they push further,0,14633,1.0,['all_groups']
look around more may be found,0,17100,1.0,['all_groups']
great read from rt fact checking the fact checker prolife,0,16951,1.0,['all_groups']
praises indiana for passage of rfra religiousfreedom,0,8974,1.0,['all_groups']
jewish student organization seeking legal action against student leaders who participated in chat mocking holocaust,0,15267,1.0,['all_groups']
baked alaska in hospital after acid laced mace was thrown in his eyessearch antifa beat old man charlottesville and you ll find the other,0,12256,1.0,['all_groups']
1000 indian muslim leaders issue fatwa against isis threat2india isis,0,13059,1.0,['all_groups']
fair is racist is it a hate group you decide,0,1315,1.0,['all_groups']
in which virendra kapoor says congress jealousy of modi is showing what better proof of that than anand sharma,0,8805,1.0,['all_groups']
not going to be good in places like mi wi io oh and pa they want to see actual populist results not tru con rhetoric,0,16252,1.0,['all_groups']
nope but i m real sure he doesn t do just 5x5 lemme ask what s the recommended meso cycle for 5x5,0,17155,1.0,['all_groups']
rallies where you kill and shoot people that never happened don t me you re crazy,0,15710,1.0,['all_groups']
do you dipshits think that the ancient greeks were white,0,6851,1.0,['all_groups']
indeed it s absolute tyranny locking someone up for their views is contrary to western political traditions withjewswelose,0,5120,1.0,['all_groups']
please tell me how i m racist oh wait i bet you ll say i m racist against white ppl,0,14475,1.0,['all_groups']
confederate statues are a symbol of white power which has killed millions of black people over the years,0,6830,1.0,['all_groups']
i sure did ma and pa i m bout to go see billy jean bobby jean and sally jean my achy breaky heart,0,2314,1.0,['all_groups']
lawmakers urge trump to appoint white house jewish liaison via,0,14366,1.0,['all_groups']
yeah the alt right is stupid and this guy is a genius welcome to clown world,0,5566,1.0,['all_groups']
rt at vvs17 talks of his prayers after he was shot and of the calmness god can provide in trying times,0,17574,1.0,['all_groups']
eight whole people impressed by the drone though not going to lie,0,9586,1.0,['all_groups']
why on earth would he kill white ppl wtf,0,19072,1.0,['all_groups']
i m amazed people were actually able to coordinate grassroots coups and rebellions back in the day when,0,53,1.0,['all_groups']
the people commenting are the same people who glorify the soviet union as heros and all whites rights aktivists as hitler stupid,0,15493,1.0,['all_groups']
she s white lol way to be reductive here,0,18436,1.0,['all_groups']
i just want the freedom to live and work faithfully without fear of punishment barronelle stutzman florist,0,17518,1.0,['all_groups']
